name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,cls,nation,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
ussr_it_1,1586.0,56.83,,,1.76,1.9,1710.0,45.19,,,1.22,1.28,66.0,,,,,0.5,IT-1,IT-1,Ground_vehicles,USSR,8.3,8.3,8.3,5516.0,3447.0,2482.0,False,214,130,214,150,214,160
it_of_40_mk_2a,1321.0,60.6,,,2.69,3.49,2806.0,56.03,,,2.09,2.12,17.0,,,,,1.69,OF-40_Mk.2A,OF-40_Mk.2A,Ground_vehicles,Italy,8.7,8.7,8.7,7730.0,8439.0,7685.0,False,214,120,214,150,214,160
it_otomatic,1002.0,54.07,0.85,1.24,1.43,2.05,3938.0,55.61,0.58,0.65,0.88,0.98,104.0,72.0,0.72,0.57,1.84,1.17,OTOMATIC,OTOMATIC,Ground_vehicles,Italy,10.0,10.0,10.0,9192.0,12508.0,10850.0,False,226,150,226,160,226,180
fr_amx_10rc,526.0,58.45,,,1.48,1.29,2181.0,60.26,,,1.65,1.34,3.0,,,,,,AMX-10RC,AMX-10RC,Ground_vehicles,France,8.0,8.0,8.0,4341.0,6592.0,6914.0,False,226,110,226,150,226,160
ussr_t_62,4440.0,50.94,,,1.57,1.78,7417.0,46.67,,,1.37,1.27,118.0,100.0,,,4.0,0.79,T-62,T-62,Ground_vehicles,USSR,8.3,8.3,8.3,5442.0,5148.0,3971.0,False,214,120,214,150,214,180
uk_challenger_mk_3,1090.0,58.4,,,1.98,2.34,1426.0,42.78,,,1.63,1.65,43.0,,,,,1.43,Challenger_Mk.3,Challenger_Mk.3,Ground_vehicles,Britain,9.7,9.7,9.7,8464.0,6867.0,9486.0,False,226,130,226,150,226,170
us_m60a1,809.0,48.14,,,1.76,1.56,1405.0,52.42,,,1.39,1.24,11.0,,,,,,M60A1_(AOS),M60A1_(AOS),Ground_vehicles,USA,8.3,8.3,8.3,4064.0,5044.0,7815.0,False,214,110,214,150,214,180
jp_type_89,558.0,54.02,0.18,0.15,0.9,0.84,4538.0,50.85,,,1.39,1.27,236.0,100.0,0.6,0.15,6.0,1.74,Type_89,Type_89,Ground_vehicles,Japan,8.3,8.3,8.3,2637.0,6914.0,6592.0,False,220,90,220,130,220,150
uk_fv438_swingfire,301.0,43.11,,,0.79,0.53,407.0,58.22,,,0.66,0.8,,,,,,,Swingfire,Swingfire,Ground_vehicles,Britain,7.7,7.7,7.7,1870.0,2107.0,4609.0,False,214,120,214,150,214,170
fr_amx_30_b2,955.0,49.93,0.04,0.07,1.76,2.07,1096.0,55.92,,,1.56,1.62,6.0,,,,,1.0,AMX-30B2,AMX-30B2,Ground_vehicles,France,8.3,8.3,8.3,7384.0,7082.0,9946.0,False,220,120,220,150,220,180
ussr_zsu_23_4,416.0,32.32,2.06,3.86,0.1,0.18,6431.0,40.81,0.49,0.54,,,66.0,53.7,0.09,0.1,,,ZSU-23-4,ZSU-23-4,Ground_vehicles,USSR,8.0,8.0,8.0,13289.0,2368.0,2228.0,False,214,120,214,110,214,180
us_m163_vulcan,606.0,24.82,3.22,3.65,0.15,0.15,2609.0,39.68,0.36,0.44,0.05,0.08,,,,,,,M163,M163,Ground_vehicles,USA,8.0,8.0,8.0,14765.0,2228.0,3621.0,False,214,130,214,120,214,160
germ_raketenjagdpanzer_2_hot,202.0,36.29,0.04,0.03,0.95,0.53,859.0,46.67,,,0.8,0.79,35.0,100.0,,,1.18,0.38,RakJPz_2_(HOT),RakJPz_2_(HOT),Ground_vehicles,Germany,9.0,9.0,9.0,3254.0,2206.0,3447.0,False,214,140,214,150,214,180
germ_flakpz_I_Gepard,622.0,33.81,3.57,4.27,0.03,0.03,9631.0,49.04,0.51,0.54,0.25,0.28,6.0,,,,,,Gepard,Gepard,Ground_vehicles,Germany,8.0,8.0,8.0,10920.0,3822.0,4914.0,False,214,120,214,110,214,170
fr_amx_13_hot,235.0,46.36,0.16,0.17,1.26,1.46,520.0,52.34,,,0.98,1.03,,,,,,,AMX-13_(HOT),AMX-13_(HOT),Ground_vehicles,France,8.7,8.7,8.7,2903.0,3049.0,3775.0,False,220,110,220,140,220,180
germ_leopard_I_a1,3809.0,56.91,0.05,0.06,2.42,2.86,14511.0,57.73,,,1.88,1.9,293.0,88.89,,,8.6,2.42,Leopard_A1A1,Leopard_A1A1,Ground_vehicles,Germany,8.7,8.7,8.7,5575.0,7384.0,6630.0,False,214,120,214,150,214,170
us_m1_abrams,2966.0,50.78,,,1.49,1.69,7261.0,44.14,,,1.42,1.36,226.0,84.41,,,3.65,1.05,M1_Abrams,M1_Abrams,Ground_vehicles,USA,10.0,10.0,10.0,4791.0,7026.0,7026.0,False,226,120,226,150,226,150
ussr_t_64_b_1984,3189.0,46.14,,0.01,1.35,1.58,7127.0,51.86,,,1.21,1.23,170.0,45.16,,,1.73,0.82,T-64B,T-64B,Ground_vehicles,USSR,9.7,9.7,9.7,4583.0,6346.0,5994.0,False,226,110,226,150,226,170
germ_leopard_2k,2775.0,52.65,0.04,0.04,1.04,1.04,7213.0,53.14,,,1.32,1.26,64.0,100.0,,,2.0,1.1,Leopard_2K,Leopard_2K,Ground_vehicles,Germany,9.7,9.7,9.7,3013.0,5199.0,4671.0,False,226,110,226,140,226,150
uk_challenger_1,958.0,54.18,,,1.65,1.94,1597.0,47.29,,,1.5,1.55,14.0,,,,,0.64,Challenger_Mk.2,Challenger_Mk.2,Ground_vehicles,Britain,9.7,9.7,9.7,6480.0,5319.0,6178.0,False,226,130,226,150,226,160
fr_amx_30_b2_brenus,924.0,50.64,0.08,0.07,2.14,2.17,1079.0,55.48,,,2.21,2.08,34.0,,,,,1.31,AMX-30B2_BRENUS,AMX-30B2_BRENUS,Ground_vehicles,France,8.7,8.7,8.7,6932.0,6178.0,9403.0,False,220,120,220,150,220,170
ussr_object_906,782.0,55.41,0.09,0.08,1.41,1.35,5331.0,50.76,,,1.47,1.23,225.0,52.22,,,2.11,0.89,Object_906,Object_906,Ground_vehicles,USSR,8.0,8.0,8.0,1870.0,4715.0,4197.0,False,214,80,214,120,214,150
jp_type_74,1317.0,60.1,0.02,0.02,2.68,3.19,3098.0,59.03,,,2.38,2.32,97.0,15.0,,,3.08,2.56,Type_74,Type_74,Ground_vehicles,Japan,8.7,8.7,8.7,7534.0,10850.0,10111.0,False,214,130,214,150,214,180
germ_leopard_2a4,3238.0,55.24,,,1.68,1.86,9729.0,55.39,,,1.59,1.55,272.0,49.46,,,2.81,1.17,Leopard_2A4,Leopard_2A4,Ground_vehicles,Germany,10.0,10.0,10.0,4822.0,9795.0,7369.0,False,226,120,226,150,226,160
jp_type_90,1230.0,65.22,0.01,0.02,2.78,3.11,2922.0,52.21,,,2.57,2.08,305.0,43.76,,,4.66,1.98,Type_90,Type_90,Ground_vehicles,Japan,10.0,10.0,10.0,3013.0,10096.0,10850.0,False,232,120,232,150,232,170
us_xm_803,2088.0,48.64,0.09,0.09,1.19,1.19,5175.0,48.32,,,1.21,1.14,18.0,,,,2.0,0.79,XM-803,XM-803,Ground_vehicles,USA,9.0,9.0,9.0,2712.0,4927.0,3466.0,False,226,100,226,130,226,140
ussr_t_62m1,1608.0,51.4,0.02,0.05,1.38,1.53,3082.0,53.42,,,1.3,1.36,490.0,50.39,,,4.87,1.88,T-62M-1,T-62M-1,Ground_vehicles,USSR,9.0,9.0,9.0,3521.0,4863.0,10229.0,False,226,110,226,150,226,180
fr_amx_40,2251.0,60.95,,,1.58,2.14,2472.0,57.68,,,1.68,1.45,411.0,56.37,,,1.51,0.63,AMX-40,AMX-40,Ground_vehicles,France,9.7,9.7,9.7,5726.0,9494.0,9795.0,False,226,120,226,150,226,160
uk_chieftain_marksman,190.0,38.39,4.04,7.03,0.12,0.17,1931.0,46.44,0.55,0.62,0.21,0.25,,,,,,,Chieftain_Marksman,Chieftain_Marksman,Ground_vehicles,Britain,8.0,8.0,8.0,23205.0,3276.0,6279.0,False,214,150,214,120,214,180
ussr_bmp_2,864.0,54.12,0.26,0.26,1.09,1.02,9015.0,48.71,,,0.91,0.79,288.0,35.48,,,3.42,0.61,BMP-2,BMP-2,Ground_vehicles,USSR,8.3,8.3,8.3,2993.0,4578.0,3557.0,False,214,90,214,110,214,140
us_m247,706.0,37.32,2.6,5.83,0.24,0.5,4851.0,44.99,0.75,0.83,0.12,0.13,67.0,100.0,1.15,1.04,,,M247,M247,Ground_vehicles,USA,8.0,8.0,8.0,13110.0,3767.0,7685.0,False,214,130,214,120,214,170
ussr_t_80b,4865.0,56.38,,,1.64,1.71,15108.0,57.01,,,1.37,1.36,1047.0,49.46,,,1.99,0.96,T-80B,T-80B,Ground_vehicles,USSR,10.0,10.0,10.0,4804.0,7170.0,6468.0,False,226,110,226,140,226,170
us_m1_ip_abrams,2471.0,53.52,,,1.48,1.66,5480.0,44.24,,,1.37,1.28,87.0,100.0,,,3.09,2.34,IPM1,IPM1,Ground_vehicles,USA,10.0,10.0,10.0,7665.0,7985.0,8783.0,False,226,120,226,140,226,150
germ_thyssen_henschel_tam,2071.0,59.07,0.05,0.05,1.55,1.62,9202.0,59.7,,,1.51,1.42,14.0,,,,,,TAM,TAM,Ground_vehicles,Germany,8.7,8.7,8.7,3859.0,5981.0,3859.0,False,226,100,226,130,226,150
uk_fv510_isv,646.0,58.94,0.11,0.11,0.62,0.55,5106.0,51.35,,,1.11,1.02,97.0,,,,,1.19,Warrior,Warrior,Ground_vehicles,Britain,8.0,8.0,8.0,2064.0,5031.0,4337.0,False,220,90,220,130,220,150
jp_type_87,279.0,43.76,2.41,6.14,0.31,0.78,1587.0,38.97,0.57,0.59,0.13,0.13,,,,,,,Type_87,Type_87,Ground_vehicles,Japan,8.0,8.0,8.0,7987.0,3164.0,4671.0,False,214,120,214,110,214,170
us_m551_football,,,,,,,,,,,,,,,,,,,us_m551_football,M551,Ground_vehicles,USA,8.3,8.3,8.3,1980.0,2829.0,3002.0,False,214,90,214,130,214,150
ussr_m551_football,,,,,,,,,,,,,,,,,,,ussr_m551_football,USS_Brooklyn_(CL-40),Fleet,USA,5.7,5.7,5.7,6264.0,10505.0,,False,190,150,190,150,190,100
ussr_t_10m,2051.0,47.03,,0.01,1.51,1.58,2695.0,52.84,,,1.69,1.48,78.0,,,,,1.29,T-10M,T-10M,Ground_vehicles,USSR,8.3,8.3,8.3,4196.0,5267.0,6100.0,False,214,110,214,150,214,180
ussr_t_55a,2768.0,52.64,,,1.38,1.5,4326.0,48.87,,,1.68,1.49,55.0,42.86,,,1.64,0.45,T-55A,T-55A,Ground_vehicles,USSR,8.3,8.3,8.3,4398.0,6354.0,7207.0,False,214,110,214,150,214,160
cn_type_59d,539.0,58.26,0.08,0.09,1.39,1.5,725.0,56.02,,,1.89,1.8,87.0,46.15,,,2.12,1.4,ZTZ59D1,ZTZ59D1,Ground_vehicles,China,9.0,8.7,8.7,3918.0,8785.0,8137.0,False,226,120,226,150,226,180
cn_m60a3_tts,284.0,59.21,0.13,0.14,2.22,2.24,443.0,57.31,,,1.76,1.46,160.0,59.77,,,4.14,1.64,M60A3_TTS,M60A3_TTS_(China),Ground_vehicles,China,8.7,8.7,8.7,5589.0,8144.0,15331.0,False,214,130,214,150,214,170
us_t95e1,1833.0,54.58,0.03,0.02,2.08,2.08,3345.0,49.59,,,1.58,1.43,22.0,,,,,1.0,T95E1,T95E1,Ground_vehicles,USA,8.0,8.0,7.7,6574.0,6491.0,4596.0,False,214,130,214,150,214,180
uk_chieftain_mk_5,1123.0,54.12,,,2.22,2.31,864.0,53.53,,,1.86,1.88,,,,,,,Chieftain_Mk_5,Chieftain_Mk_5,Ground_vehicles,Britain,8.7,8.7,8.7,10548.0,7082.0,8439.0,False,214,130,214,150,214,180
us_m60a2,572.0,53.53,0.03,0.03,1.28,1.37,951.0,49.59,,,1.07,1.15,7.0,,,,,,M60A2,M60A2,Ground_vehicles,USA,8.3,8.3,8.3,4520.0,5123.0,6043.0,False,214,120,214,150,214,170
uk_chieftain_mk_10,969.0,55.89,0.02,0.04,2.3,2.61,1459.0,53.82,,,1.96,1.76,28.0,50.0,,,0.9,0.17,Chieftain_Mk_10,Chieftain_Mk_10,Ground_vehicles,Britain,9.0,9.0,9.0,4219.0,4520.0,3013.0,False,226,140,226,150,226,170
uk_fv102_striker,76.0,34.09,0.31,0.36,1.32,1.69,324.0,58.35,,,1.2,0.99,,,,,,,Striker,Striker,Ground_vehicles,Britain,8.3,8.3,8.3,1870.0,2660.0,6058.0,False,214,110,214,150,214,160
us_m60a1_rise_passive_era,950.0,55.55,,,1.46,1.6,932.0,57.33,,,2.05,1.73,37.0,58.33,,,1.17,1.41,M60A1_RISE_(P),M60A1_RISE_(P),Ground_vehicles,USA,8.7,8.7,8.7,5701.0,8208.0,12935.0,False,214,110,214,150,214,180
us_mbt_70,1498.0,53.23,0.1,0.11,1.51,1.61,4044.0,55.5,,,1.65,1.67,12.0,,,,,,MBT-70,MBT-70,Ground_vehicles,USA,9.0,9.0,9.0,2712.0,4973.0,4520.0,False,226,100,226,130,226,130
ussr_t_64a_1971,3144.0,48.89,,,1.5,1.57,6047.0,51.6,,,1.2,1.19,121.0,100.0,,,3.82,0.81,Т-64А_(1971),T-64A_(1971),Ground_vehicles,USSR,9.3,9.3,9.3,3013.0,3315.0,3013.0,False,226,100,226,140,226,160
uk_chieftain_mk_3,1275.0,57.16,0.01,0.01,1.95,1.87,3906.0,55.37,,,1.82,1.88,13.0,,,,,1.0,Chieftain_Mk_3,Chieftain_Mk_3,Ground_vehicles,Britain,8.7,8.3,8.3,7233.0,7836.0,10111.0,False,214,130,214,150,214,180
germ_kpz_70,1961.0,52.33,0.09,0.09,1.2,1.16,6779.0,54.55,,,1.47,1.29,47.0,,,,,0.65,KPz-70,KPz-70,Ground_vehicles,Germany,9.0,9.0,9.0,2561.0,4822.0,3164.0,False,226,100,226,140,226,150
germ_begleitpanzer_57,1361.0,60.61,0.1,0.1,1.83,1.62,8318.0,55.03,0.04,0.02,1.15,1.09,72.0,,,,,0.27,Begleitpanzer_57,Begleitpanzer_57,Ground_vehicles,Germany,8.3,8.3,8.3,3840.0,4771.0,5076.0,False,226,100,226,130,226,150
it_of_40_mk_1,981.0,60.95,0.01,0.03,1.73,1.84,2215.0,48.36,,,1.49,1.47,23.0,,,,,,OF-40,OF-40,Ground_vehicles,Italy,7.7,7.7,7.7,4520.0,5726.0,3164.0,False,208,120,208,150,208,150
it_otobreda_sidam_25,547.0,51.11,4.4,7.68,0.4,0.72,3854.0,48.63,0.85,1.11,0.1,0.1,8.0,,,,,,SIDAM_25,SIDAM_25,Ground_vehicles,Italy,8.0,8.0,8.0,26440.0,9135.0,5631.0,False,208,150,208,140,208,180
it_m47_105,790.0,53.47,0.06,0.08,1.26,1.46,1289.0,41.63,,,1.02,0.98,93.0,100.0,,,5.67,3.61,M47_(105/55),M47_(105/55),Ground_vehicles,Italy,7.7,7.7,7.7,3126.0,3694.0,20433.0,False,208,120,208,150,208,180
germ_raketenjagdpanzer_2,366.0,40.86,0.05,0.05,1.14,1.07,1121.0,48.71,,,1.25,1.18,,,,,,,RakJPz_2,RakJPz_2,Ground_vehicles,Germany,7.7,7.7,7.7,2184.0,2570.0,8995.0,False,208,130,208,150,208,180
it_fiat_6616_cockerill,741.0,43.82,0.08,0.09,0.49,0.47,2852.0,48.45,,,0.81,0.64,69.0,,,,,0.91,AUBL/74,AUBL/74,Ground_vehicles,Italy,6.7,6.7,6.7,2200.0,3301.0,6680.0,False,190,90,190,130,190,160
us_m48a1_patton_III,2034.0,52.48,0.03,0.03,1.28,1.39,3368.0,57.99,,,1.64,1.4,18.0,,,,,1.54,M48A1,M48A1,Ground_vehicles,USA,7.3,7.3,7.3,3268.0,6110.0,10373.0,False,202,120,202,150,202,170
it_b1_centauro,1217.0,54.69,0.09,0.09,1.3,1.22,9032.0,54.43,,,1.34,1.2,93.0,,,,,0.86,Centauro,Centauro,Ground_vehicles,Italy,8.0,8.0,8.0,3023.0,6432.0,7493.0,False,208,90,208,140,208,150
it_m113a1_tow,225.0,51.43,0.07,0.05,0.78,0.75,579.0,50.37,,,0.94,0.85,,,,,,,M113A1_(TOW),M113A1_(TOW),Ground_vehicles,Italy,8.0,8.0,8.0,2155.0,2586.0,9053.0,False,208,120,208,150,208,180
fr_amx_50_surbaisse,733.0,53.65,0.06,0.07,1.81,1.84,1089.0,61.5,,,2.0,1.9,122.0,100.0,,,6.4,3.55,AMX-50_Surbaissé,AMX-50_Surbaisse,Ground_vehicles,France,8.0,8.0,8.0,3361.0,7070.0,13206.0,False,208,110,208,150,208,180
fr_amx_30_1972,1442.0,53.16,0.1,0.1,1.84,1.85,2732.0,61.38,,,1.79,1.58,190.0,77.5,,,7.3,2.05,AMX-30_(1972),AMX-30_(1972),Ground_vehicles,France,7.7,7.7,7.7,6027.0,8831.0,16576.0,False,208,120,208,150,208,180
fr_amx_50_foch,343.0,50.82,0.04,0.04,1.36,1.43,673.0,62.82,,,1.32,1.03,10.0,,,,,2.9,AMX-50_Foch,AMX-50_Foch,Ground_vehicles,France,7.3,7.3,7.3,4786.0,6886.0,14003.0,False,202,130,202,150,202,180
fr_amx_30_dca,518.0,41.79,1.97,3.77,0.36,0.66,3401.0,53.41,0.5,0.64,0.52,0.66,6.0,100.0,1.0,0.9,2.2,1.9,AMX-30_DCA,AMX-30_DCA,Ground_vehicles,France,8.0,8.0,8.0,23536.0,6531.0,4413.0,False,208,150,208,120,208,180
fr_amx_13_90,798.0,52.64,,,1.78,1.93,1201.0,54.97,,,1.65,1.4,119.0,90.63,,,5.25,1.62,AMX-13-90,AMX-13-90,Ground_vehicles,France,7.0,7.0,7.0,7259.0,9147.0,26135.0,False,196,110,196,150,196,180
us_magach_3,538.0,59.0,,,1.78,2.0,910.0,56.58,,,2.51,1.62,1.0,,,,,1.0,_Magach_3,Magach_3_(USA),Ground_vehicles,USA,7.7,7.7,7.7,1900.0,2600.0,5200.0,True,416,200,416,280,416,320
germ_panzerjager_tiger,1839.0,54.48,,,2.6,3.11,2344.0,55.04,,,2.37,2.27,44.0,36.96,,,0.87,1.92,Jagdtiger,Jagdtiger,Ground_vehicles,Germany,7.3,6.7,6.7,9832.0,4326.0,5244.0,False,208,150,208,150,208,180
fr_amx_30,226.0,51.45,,,1.78,2.1,961.0,60.39,,,2.07,1.42,122.0,100.0,,,5.8,2.26,AMX-30,AMX-30,Ground_vehicles,France,7.7,7.7,7.7,2300.0,2600.0,4600.0,True,416,200,416,280,416,320
ussr_su_122_54,676.0,54.78,,0.01,1.36,1.42,1125.0,44.47,,,1.08,1.27,25.0,,,,,,SU-122-54,SU-122-54,Ground_vehicles,USSR,7.0,7.0,7.0,2302.0,3741.0,2748.0,False,208,120,208,150,208,180
us_m46_patton,2959.0,58.67,,,1.61,1.84,3227.0,61.06,,,2.15,1.9,30.0,,,,,1.05,M46,M46,Ground_vehicles,USA,7.0,7.0,6.7,4550.0,9253.0,10618.0,False,190,120,190,150,190,180
us_m103,1784.0,49.69,0.04,0.04,1.62,1.59,2564.0,58.15,,,1.95,1.7,150.0,84.14,,,2.74,2.03,M103,M103,Ground_vehicles,USA,7.7,7.7,7.7,6274.0,9125.0,9411.0,False,208,140,208,150,208,180
uk_conqueror_mk_2,747.0,54.58,0.04,0.05,1.82,2.09,1806.0,63.21,,,2.45,2.31,128.0,95.97,,,4.21,3.71,Conqueror,Conqueror,Ground_vehicles,Britain,7.7,7.7,7.7,8497.0,22287.0,23680.0,False,208,150,208,150,208,180
uk_centurion_mk_5_avre_era,1223.0,60.93,,0.01,2.51,3.05,542.0,57.65,,,3.24,2.39,,,,,,,Centurion_Mk.5_AVRE,Centurion_Mk.5_AVRE,Ground_vehicles,Britain,7.0,7.0,7.0,4500.0,3400.0,2600.0,True,392,200,392,280,392,320
us_xm1_gm,2099.0,50.64,,,1.34,1.26,14014.0,50.62,,,1.67,1.54,227.0,84.52,,,2.47,0.7,XM-1_(GM),XM-1_(GM),Ground_vehicles,USA,9.3,9.3,9.3,2300.0,3440.0,2300.0,True,428,200,428,280,428,260
jp_st_b1,977.0,54.3,0.04,0.05,1.8,2.02,4092.0,55.23,,,2.63,2.07,,,,,,,STB-1,STB-1,Ground_vehicles,Japan,7.7,7.7,7.7,4178.0,12509.0,5989.0,False,208,120,208,150,208,170
us_xm1_chrysler,38.0,100.0,,,3.0,3.0,51.0,50.0,,,2.23,1.85,,,,,,,XM-1_(Chrysler),XM-1_(Chrysler),Ground_vehicles,USA,9.0,9.0,9.0,1350.0,2600.0,3500.0,True,428,160,428,280,428,320
it_aubl_74_60_70m,1812.0,53.8,0.04,0.04,2.24,2.08,14447.0,52.78,,,1.7,1.48,288.0,71.05,,,7.64,1.19,AUBL/74_HVG,AUBL/74_HVG,Ground_vehicles,Italy,8.0,8.0,8.0,3200.0,2900.0,3130.0,True,416,200,416,260,416,280
ussr_is_7,395.0,82.31,,,10.12,8.51,404.0,60.88,,,6.09,4.61,539.0,85.06,0.11,0.08,6.48,4.11,IS-7,IS-7,Ground_vehicles,USSR,8.3,8.3,8.3,19665.0,22287.0,20976.0,False,208,150,208,160,208,190
ussr_t_55_am,2037.0,54.14,,,2.0,1.92,10610.0,51.47,,,1.53,1.42,757.0,46.93,,,2.74,0.85,T-55AM-1,T-55AM-1,Ground_vehicles,USSR,8.7,8.7,8.7,2300.0,2500.0,2790.0,True,428,200,428,280,428,280
germ_leopard_a1a1_120,2954.0,60.1,0.02,0.02,3.1,3.45,13230.0,54.7,,,1.76,1.69,508.0,82.27,,,6.88,1.79,Leopard_A1A1_(L/44),Leopard_A1A1_(L/44),Ground_vehicles,Germany,9.0,9.0,9.0,2900.0,2900.0,2830.0,True,452,200,452,280,452,300
us_t54e1,420.0,47.08,,,1.59,1.72,753.0,52.23,,,1.54,1.43,50.0,100.0,,,4.0,3.61,T54E1,T54E1,Ground_vehicles,USA,8.0,8.0,8.0,2300.0,2700.0,5600.0,True,416,200,416,280,416,320
ussr_t_54_1949,3609.0,53.86,,0.02,1.55,1.83,3121.0,50.8,,,1.36,1.37,399.0,76.13,,,5.01,2.0,T-54_(1949),T-54_(1949),Ground_vehicles,USSR,7.7,7.7,7.7,5460.0,5187.0,11329.0,False,202,120,202,150,202,180
germ_mkpz_m48a2ga2,1397.0,51.8,,,1.83,1.78,2423.0,51.81,,,1.8,1.38,451.0,93.09,,,6.08,3.94,M48A2_G_A2,M48A2_G_A2,Ground_vehicles,Germany,8.3,8.3,8.3,5575.0,5078.0,15069.0,False,220,120,220,150,220,190
germ_leopard_I,5736.0,52.98,,,1.35,1.35,10824.0,47.59,,,1.39,1.22,151.0,100.0,,,7.62,2.82,Leopard_I,Leopard_I,Ground_vehicles,Germany,7.3,7.7,7.7,3616.0,3918.0,6480.0,False,208,120,208,150,208,180
us_t32,1851.0,53.45,0.05,0.06,2.2,2.64,1656.0,64.65,,,3.45,2.26,8.0,,,,,1.0,T32,T32,Ground_vehicles,USA,7.3,7.3,7.3,8985.0,17484.0,10233.0,False,196,150,196,150,196,180
jp_type_60_atm,269.0,54.03,0.04,0.04,1.53,1.21,168.0,52.37,,,0.39,0.32,21.0,,,,,,Type_60_ATM,Type_60_ATM,Ground_vehicles,Japan,7.0,7.0,7.0,2876.0,2480.0,9548.0,False,208,130,208,150,208,180
germ_kanonenjagdpanzer,747.0,52.87,0.12,0.07,1.55,1.07,2211.0,54.97,,,1.35,1.15,29.0,,,,,1.0,JPz_4-5,JPz_4-5,Ground_vehicles,Germany,6.7,6.7,6.7,2113.0,2958.0,5776.0,False,202,100,202,150,202,180
germ_pzkpfw_Maus,777.0,53.87,0.05,0.06,4.69,7.07,1730.0,54.84,,,3.65,3.17,56.0,,,,,,Maus,Maus,Ground_vehicles,Germany,8.0,7.7,7.7,10881.0,11143.0,36708.0,False,208,150,208,150,208,190
jp_type_75,794.0,54.19,0.04,0.05,1.06,1.15,1443.0,51.29,,,0.98,0.79,97.0,100.0,,,3.71,1.55,Type_75_SPH,Type_75_SPH,Ground_vehicles,Japan,7.0,7.0,7.0,2267.0,3468.0,8484.0,False,196,110,196,150,196,180
ussr_object_268,665.0,53.45,0.05,0.08,2.07,2.3,541.0,59.82,,,1.58,1.37,31.0,100.0,,,1.0,0.76,Object_268,Object_268,Ground_vehicles,USSR,7.3,7.3,7.3,6830.0,5175.0,7803.0,False,208,130,208,150,208,180
ussr_t_54_1951,3982.0,57.19,,,2.07,2.27,2680.0,55.34,,,1.66,1.55,337.0,41.11,,,4.48,1.5,T-54_(1951),T-54_(1951),Ground_vehicles,USSR,7.7,7.7,7.7,5869.0,5214.0,7098.0,False,208,130,208,150,208,180
germ_flakpanzer_IV_Kugelblitz,785.0,49.28,3.47,23.57,0.3,1.95,3896.0,43.17,0.41,0.53,0.2,0.28,8.0,,,0.75,,,Kugelblitz,Kugelblitz,Ground_vehicles,Germany,6.7,6.7,6.7,29831.0,661.0,11128.0,False,196,150,196,140,196,180
cn_type_59,442.0,55.26,0.02,0.02,1.84,1.57,1041.0,55.85,,,1.77,1.72,384.0,57.86,,,3.2,2.18,Type_59,Type_59,Ground_vehicles,China,8.0,8.0,8.0,4669.0,7782.0,10557.0,False,208,120,208,150,208,180
cn_type_69,663.0,56.72,0.02,0.02,1.68,1.7,1050.0,58.61,,,2.14,1.67,81.0,100.0,,,4.38,1.81,Type_69,Type_69,Ground_vehicles,China,8.3,8.0,8.0,7957.0,8440.0,8952.0,False,208,130,208,150,208,170
cn_type_86,477.0,52.83,0.1,0.1,1.52,1.76,841.0,51.43,,,1.46,1.17,,,,,,,ZBD86,ZBD86,Ground_vehicles,China,7.3,7.3,7.3,2852.0,6222.0,12481.0,False,202,90,202,130,202,150
ussr_zsu_57_2,780.0,40.03,0.65,0.78,0.19,0.24,4811.0,42.5,,,0.7,0.65,148.0,75.0,0.7,0.05,3.3,0.45,ZSU-57-2,ZSU-57-2,Ground_vehicles,USSR,7.7,7.7,7.7,2023.0,2204.0,2970.0,False,202,90,202,100,202,140
ussr_t_54_1947,4546.0,55.64,0.01,0.03,2.19,2.43,5401.0,51.8,,,1.85,1.66,760.0,73.26,,,5.14,1.81,T-54_(1947),T-54_(1947),Ground_vehicles,USSR,7.7,7.7,7.7,5733.0,6825.0,11206.0,False,196,120,196,150,196,180
uk_vickers_mbt_mk_1,2580.0,57.62,,,1.62,1.55,5312.0,60.03,,,1.98,1.76,34.0,,,,,1.74,Vickers_MBT,Vickers_MBT,Ground_vehicles,Britain,7.0,7.7,7.0,4265.0,12650.0,8046.0,False,196,120,196,150,196,180
ussr_is_3,1895.0,50.49,0.04,0.04,1.57,1.78,1666.0,53.01,,,2.42,1.87,25.0,,,,,0.25,IS-3,IS-3,Ground_vehicles,USSR,7.3,7.3,7.7,4981.0,5375.0,8298.0,False,202,140,202,150,202,180
ussr_is_4m,1346.0,51.44,0.04,0.04,2.27,2.51,1402.0,51.05,,,2.14,1.91,279.0,60.22,,,3.99,1.71,IS-4M,IS-4M,Ground_vehicles,USSR,7.7,7.7,7.7,6555.0,9216.0,14421.0,False,208,150,208,150,208,180
